img,0,1,2,3,4,5
IMG_20180213_175131.jpg,0.7695352,0.18760471,0.08702739,0.0012518521,0.02889343,0.0643627
IMG_20180213_175141.jpg,0.537995,0.08536168,0.06814996,0.00452786,0.091447935,0.06279767
IMG_20180213_175159.jpg,0.50858814,0.18525667,0.043944467,0.007522964,0.09685617,0.057415567
IMG_20180213_175205.jpg,0.4729173,0.22871032,0.030045303,0.00475759,0.087355345,0.03272021
IMG_20180213_175224.jpg,0.5029903,0.09896884,0.087540396,0.0021730247,0.11709742,0.1163457
IMG_20180213_175306.jpg,0.5901367,0.12492922,0.054792088,0.007083203,0.13009988,0.045636684
IMG_20180213_175432.jpg,0.34647003,0.16526109,0.12228676,0.0032962475,0.08755593,0.12407068
IMG_20180213_175439.jpg,0.41024226,0.16519661,0.09282949,0.00382853,0.06429508,0.1630661
IMG_20180213_175507.jpg,0.49185553,0.39415374,0.10978185,0.006114674,0.07061977,0.0894768
IMG_20180213_175550.jpg,0.518104,0.16917826,0.04025704,0.0011498502,0.07908485,0.06782371
IMG_20180213_175555.jpg,0.41655907,0.16402788,0.06420664,0.002584947,0.09313067,0.061068416
IMG_20180213_175623.jpg,0.20714316,0.117172845,0.030315097,0.0024243006,0.12103713,0.06689177
IMG_20180213_175720.jpg,0.047519043,0.78103274,0.11333985,0.0053441254,0.033803295,0.26914337
IMG_20180213_175744.jpg,0.48905995,0.20175773,0.11960226,0.006056701,0.08002818,0.1350672
IMG_20180213_175751.jpg,0.601489,0.15741824,0.16860569,0.007802865,0.09266647,0.10465522
IMG_20180213_175756.jpg,0.5890738,0.09465059,0.12288044,0.0035063948,0.055038814,0.13956836
IMG_20180213_175835.jpg,0.5128243,0.14566846,0.14129701,0.0035252355,0.07139854,0.08497455
IMG_20180213_175848.jpg,0.6527068,0.18479091,0.0996092,0.007984614,0.097680345,0.09507916
IMG_20180213_175902.jpg,0.4993756,0.22082518,0.13705008,0.001901548,0.09192828,0.06466662
IMG_20180213_175916.jpg,0.37061635,0.35789323,0.06761335,0.0019160834,0.03885425,0.12055934
IMG_20180213_175925.jpg,0.46852854,0.0900492,0.10791586,0.0052286927,0.06439484,0.09382715
IMG_20180213_175928.jpg,0.57759345,0.20399979,0.15380137,0.0083730025,0.0958038,0.069190845
IMG_20180213_180039.jpg,0.33683407,0.20401937,0.065735154,0.003324796,0.05384327,0.08977233
IMG_20180213_180109.jpg,0.7006365,0.11401722,0.081769325,0.009376933,0.10340424,0.08570108
IMG_20180213_180112.jpg,0.6633204,0.09305867,0.056154735,0.0053813173,0.08622554,0.09563981
IMG_20180213_180139.jpg,0.75386983,0.10992364,0.11018771,0.005791503,0.08301752,0.13267843
IMG_20180213_180146.jpg,0.66564864,0.08176766,0.09067174,0.0046739033,0.07948676,0.08158262
